FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
GRANT,33,Department of Human Resources,75,Grants Management Fund,1005,Department of Human Resources,2800,Central Grants Management,3800,Central Grants Management,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3494,3494
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,GY 11,20,3051,Senior Equity Officer,Annual,1,1,117792,117792
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,B 14,3,2917,Program Auditor III,Annual,1,1,88140,88140
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,BX 15,10,1912,Project Coordinator,Annual,4,1,74244,296976
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,BX 15,10,1912,Project Coordinator,Annual,2,1,70872,141744
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,BX 15,10,1912,Project Coordinator,Annual,2,1,67656,135312
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,B 14,1,1730,Program Analyst,Annual,1,1,71004,71004
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,3 00,0,1431,Senior Policy Analyst,Annual,1,1,90960,90960
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,3 00,0,310,Project Manager,Annual,1,1,101472,101472
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,1 00,0,44,Fringe Benefits,Annual,0,0,655360,655360
GRANT,41,Chicago Department of Public Health,039C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282B,Health Disparities Chicago,382B,Health Disparities Chicago,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,12076,12076
GRANT,41,Chicago Department of Public Health,040C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282D,Developing Health Literacy in Chicago Health Equity Zones,382D,Developing Health Literacy in Chicago Health Equity Zones,0,,SZ 07,56,3754,Public Health Nurse IV,Annual,1,1,75348,75348
GRANT,41,Chicago Department of Public Health,040C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282D,Developing Health Literacy in Chicago Health Equity Zones,382D,Developing Health Literacy in Chicago Health Equity Zones,0,,B 16,4,3467,Public Health Administrator III,Annual,1,1,85524,85524
GRANT,41,Chicago Department of Public Health,040C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282D,Developing Health Literacy in Chicago Health Equity Zones,382D,Developing Health Literacy in Chicago Health Equity Zones,0,,3 00,9,311,Projects Administrator,Annual,1,1,103512,103512
GRANT,41,Chicago Department of Public Health,040C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282D,Developing Health Literacy in Chicago Health Equity Zones,382D,Developing Health Literacy in Chicago Health Equity Zones,0,,1 00,0,44,Fringe Benefits,Annual,0,0,166060,166060
GRANT,41,Chicago Department of Public Health,040C,Health Disparities in Chicago's High-Risk and Underserved Communities,1005,Department of Public Health,282D,Developing Health Literacy in Chicago Health Equity Zones,382D,Developing Health Literacy in Chicago Health Equity Zones,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3452,3452
GRANT,41,Chicago Department of Public Health,0H26,Resource Conservation and Recovery Act - Subtitle D,1005,Department of Public Health,2721,Resource Conservation,3721,Resource Conservation,0,,X 33,9,313,Assistant Commissioner,Annual,1,1,118128,118128
GRANT,41,Chicago Department of Public Health,0H26,Resource Conservation and Recovery Act - Subtitle D,1005,Department of Public Health,2721,Resource Conservation,3721,Resource Conservation,0,,1 00,0,44,Fringe Benefits,Annual,0,0,74196,74196
GRANT,41,Chicago Department of Public Health,0H26,Resource Conservation and Recovery Act - Subtitle D,1005,Department of Public Health,2721,Resource Conservation,3721,Resource Conservation,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,6415,6415
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,GY 06,10,3934,Social Worker III,Annual,1,1,66852,66852
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,SZ 06,56,3753,Public Health Nurse III,Annual,2,1,72516,145032
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,S 05,37,3752,Public Health Nurse II,Annual,2,1,123312,246624
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,B 16,4,3467,Public Health Administrator III,Annual,1,1,85524,85524
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,B 14,4,3466,Public Health Administrator II,Annual,3,1,71004,213012
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,BX 16,10,3464,Public Health Ad III - Excluded,Annual,1,1,77796,77796
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,B 12,3,3434,Communicable Disease Control Investigator II,Annual,1,1,81168,81168
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,B 12,3,3434,Communicable Disease Control Investigator II,Annual,3,1,63732,191196
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,B 12,3,3434,Communicable Disease Control Investigator II,Annual,1,1,60780,60780
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,B 12,3,3434,Communicable Disease Control Investigator II,Annual,5,1,58956,294780
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,B 16,1,634,Data Services Administrator,Annual,1,1,85524,85524
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,1 00,0,44,Fringe Benefits,Annual,0,0,972482,972482
GRANT,41,Chicago Department of Public Health,0J03,Integrated HIV Programs to Support Ending the HIV Epidemic,1005,Department of Public Health,281U,Integrated HIV Programs to Support Ending the HIV Epidemic,381U,Integrated HIV Programs to Support Ending the HIV Epidemic,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,13115,13115
GRANT,41,Chicago Department of Public Health,0J68,Ending the HIV Epidemic - A Plan for America - Ryan White HIV/AIDS,1005,Department of Public Health,281T,Ending HIV Epidemic -Ryan White,381T,Ending the HIV Epidemic - A Plan for America - Ryan White,0,,B 14,4,3466,Public Health Administrator II,Annual,1,1,112260,112260
GRANT,41,Chicago Department of Public Health,0J68,Ending the HIV Epidemic - A Plan for America - Ryan White HIV/AIDS,1005,Department of Public Health,281T,Ending HIV Epidemic -Ryan White,381T,Ending the HIV Epidemic - A Plan for America - Ryan White,0,,B 14,4,3466,Public Health Administrator II,Annual,7,1,71004,497028
GRANT,41,Chicago Department of Public Health,0J68,Ending the HIV Epidemic - A Plan for America - Ryan White HIV/AIDS,1005,Department of Public Health,281T,Ending HIV Epidemic -Ryan White,381T,Ending the HIV Epidemic - A Plan for America - Ryan White,0,,BX 16,10,3464,Public Health Ad III - Excluded,Annual,1,1,74244,74244
GRANT,41,Chicago Department of Public Health,0J68,Ending the HIV Epidemic - A Plan for America - Ryan White HIV/AIDS,1005,Department of Public Health,281T,Ending HIV Epidemic -Ryan White,381T,Ending the HIV Epidemic - A Plan for America - Ryan White,0,,B 12,3,3434,Communicable Disease Control Investigator II,Annual,2,1,60780,121560
GRANT,41,Chicago Department of Public Health,0J68,Ending the HIV Epidemic - A Plan for America - Ryan White HIV/AIDS,1005,Department of Public Health,281T,Ending HIV Epidemic -Ryan White,381T,Ending the HIV Epidemic - A Plan for America - Ryan White,0,,B 12,3,3434,Communicable Disease Control Investigator II,Annual,2,1,58956,117912
GRANT,41,Chicago Department of Public Health,0J68,Ending the HIV Epidemic - A Plan for America - Ryan White HIV/AIDS,1005,Department of Public Health,281T,Ending HIV Epidemic -Ryan White,381T,Ending the HIV Epidemic - A Plan for America - Ryan White,0,,G 09,4,3407,Epidemiologist III,Annual,1,1,138048,138048
GRANT,41,Chicago Department of Public Health,0J68,Ending the HIV Epidemic - A Plan for America - Ryan White HIV/AIDS,1005,Department of Public Health,281T,Ending HIV Epidemic -Ryan White,381T,Ending the HIV Epidemic - A Plan for America - Ryan White,0,,G 09,4,3407,Epidemiologist III,Annual,1,1,115872,115872
GRANT,41,Chicago Department of Public Health,0J68,Ending the HIV Epidemic - A Plan for America - Ryan White HIV/AIDS,1005,Department of Public Health,281T,Ending HIV Epidemic -Ryan White,381T,Ending the HIV Epidemic - A Plan for America - Ryan White,0,,1 00,0,44,Fringe Benefits,Annual,0,0,739227,739227
GRANT,41,Chicago Department of Public Health,0J68,Ending the HIV Epidemic - A Plan for America - Ryan White HIV/AIDS,1005,Department of Public Health,281T,Ending HIV Epidemic -Ryan White,381T,Ending the HIV Epidemic - A Plan for America - Ryan White,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,8898,8898
GRANT,57,Chicago Police Department,0N00,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,1005,Chicago Police Department,280E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,380E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,0,,BX 15,10,1912,Project Coordinator,Annual,1,1,67656,67656
GRANT,57,Chicago Police Department,0N00,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,1005,Chicago Police Department,280E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,380E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,0,,1 00,0,44,Fringe Benefits,Annual,0,0,42495,42495
GRANT,57,Chicago Police Department,0N00,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,1005,Chicago Police Department,280E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,380E,Improving CPD's Response to Domestic Violence  Sexual Assault  and Stalking,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1512,1512
GRANT,70,Department of Business Affairs and Consumer Protection,0P20,Illinois Department of Commerce and Economic Opportunity,1005,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 15,10,948,Studio Equipment Engineer,Annual,1,1,110256,110256
GRANT,70,Department of Business Affairs and Consumer Protection,0P20,Illinois Department of Commerce and Economic Opportunity,1005,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 15,10,948,Studio Equipment Engineer,Annual,2,1,70872,141744
GRANT,70,Department of Business Affairs and Consumer Protection,0P20,Illinois Department of Commerce and Economic Opportunity,1005,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 12,10,945,Senior Studio Equipment Operator,Annual,1,1,51180,51180
GRANT,70,Department of Business Affairs and Consumer Protection,0P20,Illinois Department of Commerce and Economic Opportunity,1005,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 16,10,944,Coordinator of Studio Operations,Annual,1,1,82644,82644
GRANT,70,Department of Business Affairs and Consumer Protection,0P20,Illinois Department of Commerce and Economic Opportunity,1005,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 14,10,940,Senior Producer/Writer,Annual,1,1,91584,91584
GRANT,70,Department of Business Affairs and Consumer Protection,0P20,Illinois Department of Commerce and Economic Opportunity,1005,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 12,10,938,Senior Videographer,Annual,1,1,75012,75012
GRANT,70,Department of Business Affairs and Consumer Protection,0P20,Illinois Department of Commerce and Economic Opportunity,1005,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 12,10,938,Senior Videographer,Annual,1,1,51180,51180
GRANT,70,Department of Business Affairs and Consumer Protection,0P20,Illinois Department of Commerce and Economic Opportunity,1005,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,3815,Cable Local Origination,0,,BX 16,10,927,Senior Television Production Specialist,Annual,1,1,77796,77796
